problem_name,planning_time,plan_length
problems/problem-experiment_5x5_6_150_1/problem-experiment_5x5_6_150_1-subproblem-0.pddl,0.6476038399996469,13
problems/problem-experiment_5x5_6_150_1/problem-experiment_5x5_6_150_1-subproblem-1.pddl,0.8197397509993607,30
problems/problem-experiment_5x5_6_150_1/problem-experiment_5x5_6_150_1-subproblem-2.pddl,0.73722870399979,24
problems/problem-experiment_5x5_6_150_1/problem-experiment_5x5_6_150_1-subproblem-3.pddl,0.6334953280002082,16
problems/problem-experiment_5x5_6_150_1/problem-experiment_5x5_6_150_1-subproblem-4.pddl,0.6427222629990865,9
problems/problem-experiment_5x5_6_150_1/problem-experiment_5x5_6_150_1-subproblem-5.pddl,0.5645756249996339,4
problems/problem-experiment_5x5_6_150_1.pddl,1.5434207979997154,168
problems/problem-experiment_5x5_6_150_2/problem-experiment_5x5_6_150_2-subproblem-0.pddl,0.7032774330000393,8
problems/problem-experiment_5x5_6_150_2/problem-experiment_5x5_6_150_2-subproblem-1.pddl,0.7197361140006251,16
problems/problem-experiment_5x5_6_150_2/problem-experiment_5x5_6_150_2-subproblem-2.pddl,0.9715639599999122,37
problems/problem-experiment_5x5_6_150_2/problem-experiment_5x5_6_150_2-subproblem-3.pddl,0.9543071880016214,10
problems/problem-experiment_5x5_6_150_2/problem-experiment_5x5_6_150_2-subproblem-4.pddl,0.9797079609998036,28
problems/problem-experiment_5x5_6_150_2/problem-experiment_5x5_6_150_2-subproblem-5.pddl,0.9282821950000653,4
problems/problem-experiment_5x5_6_150_2.pddl,2.1863166370003455,136
problems/problem-experiment_5x5_6_150_3/problem-experiment_5x5_6_150_3-subproblem-0.pddl,1.098747298001399,18
problems/problem-experiment_5x5_6_150_3/problem-experiment_5x5_6_150_3-subproblem-1.pddl,0.867657128999781,23
problems/problem-experiment_5x5_6_150_3/problem-experiment_5x5_6_150_3-subproblem-2.pddl,0.6959297309986141,19
problems/problem-experiment_5x5_6_150_3/problem-experiment_5x5_6_150_3-subproblem-3.pddl,0.7272246770007769,43
problems/problem-experiment_5x5_6_150_3/problem-experiment_5x5_6_150_3-subproblem-4.pddl,0.975807586000883,8
problems/problem-experiment_5x5_6_150_3/problem-experiment_5x5_6_150_3-subproblem-5.pddl,0.7247848049992172,3
problems/problem-experiment_5x5_6_150_3.pddl,4.404218344001492,318
problems/problem-experiment_5x5_6_150_4/problem-experiment_5x5_6_150_4-subproblem-0.pddl,0.6501250009987416,3
problems/problem-experiment_5x5_6_150_4/problem-experiment_5x5_6_150_4-subproblem-1.pddl,0.5876811660000385,7
problems/problem-experiment_5x5_6_150_4/problem-experiment_5x5_6_150_4-subproblem-2.pddl,0.6270881529999315,17
problems/problem-experiment_5x5_6_150_4/problem-experiment_5x5_6_150_4-subproblem-3.pddl,0.6729521729994303,4
problems/problem-experiment_5x5_6_150_4/problem-experiment_5x5_6_150_4-subproblem-4.pddl,0.6601786209994316,15
problems/problem-experiment_5x5_6_150_4/problem-experiment_5x5_6_150_4-subproblem-5.pddl,0.6462463249990833,4
problems/problem-experiment_5x5_6_150_4.pddl,3.2573685580009624,210
problems/problem-experiment_5x5_6_150_5/problem-experiment_5x5_6_150_5-subproblem-0.pddl,0.6760926189999736,5
problems/problem-experiment_5x5_6_150_5/problem-experiment_5x5_6_150_5-subproblem-1.pddl,0.8285636219989101,55
problems/problem-experiment_5x5_6_150_5/problem-experiment_5x5_6_150_5-subproblem-2.pddl,1.56751877699935,58
problems/problem-experiment_5x5_6_150_5/problem-experiment_5x5_6_150_5-subproblem-3.pddl,0.9210332379989268,21
problems/problem-experiment_5x5_6_150_5/problem-experiment_5x5_6_150_5-subproblem-4.pddl,0.7569966970004316,15
problems/problem-experiment_5x5_6_150_5/problem-experiment_5x5_6_150_5-subproblem-5.pddl,0.8351840440009255,7
problems/problem-experiment_5x5_6_150_5.pddl,3.866662100999747,280
problems/problem-experiment_5x5_6_150_6/problem-experiment_5x5_6_150_6-subproblem-0.pddl,0.5790035040008661,20
problems/problem-experiment_5x5_6_150_6/problem-experiment_5x5_6_150_6-subproblem-1.pddl,0.8278987640005653,39
problems/problem-experiment_5x5_6_150_6/problem-experiment_5x5_6_150_6-subproblem-2.pddl,0.6258053439996729,5
problems/problem-experiment_5x5_6_150_6/problem-experiment_5x5_6_150_6-subproblem-3.pddl,0.6769381129997782,8
problems/problem-experiment_5x5_6_150_6/problem-experiment_5x5_6_150_6-subproblem-4.pddl,1.0021523460000026,62
problems/problem-experiment_5x5_6_150_6/problem-experiment_5x5_6_150_6-subproblem-5.pddl,1.1584313100011059,5
problems/problem-experiment_5x5_6_150_6.pddl,3.9686126449996664,320
problems/problem-experiment_5x5_6_150_7/problem-experiment_5x5_6_150_7-subproblem-0.pddl,0.6913561390010727,15
problems/problem-experiment_5x5_6_150_7/problem-experiment_5x5_6_150_7-subproblem-1.pddl,0.8998577620004653,33
problems/problem-experiment_5x5_6_150_7/problem-experiment_5x5_6_150_7-subproblem-2.pddl,1.1921768930005783,71
problems/problem-experiment_5x5_6_150_7/problem-experiment_5x5_6_150_7-subproblem-3.pddl,0.8277261069997621,18
problems/problem-experiment_5x5_6_150_7/problem-experiment_5x5_6_150_7-subproblem-4.pddl,0.8605439209986798,22
problems/problem-experiment_5x5_6_150_7/problem-experiment_5x5_6_150_7-subproblem-5.pddl,0.7624610679995385,2
problems/problem-experiment_5x5_6_150_7.pddl,5.164678438000919,232
problems/problem-experiment_5x5_6_150_8/problem-experiment_5x5_6_150_8-subproblem-0.pddl,0.8580035159993713,30
problems/problem-experiment_5x5_6_150_8/problem-experiment_5x5_6_150_8-subproblem-1.pddl,0.8647131630004878,16
problems/problem-experiment_5x5_6_150_8/problem-experiment_5x5_6_150_8-subproblem-2.pddl,2.7943112550001388,75
problems/problem-experiment_5x5_6_150_8/problem-experiment_5x5_6_150_8-subproblem-3.pddl,0.8513567659992987,17
problems/problem-experiment_5x5_6_150_8/problem-experiment_5x5_6_150_8-subproblem-4.pddl,0.8162681569992856,10
problems/problem-experiment_5x5_6_150_8/problem-experiment_5x5_6_150_8-subproblem-5.pddl,0.8366528030001064,3
problems/problem-experiment_5x5_6_150_8.pddl,1.6469894259989815,162
problems/problem-experiment_5x5_6_150_9/problem-experiment_5x5_6_150_9-subproblem-0.pddl,0.6149114809995808,11
problems/problem-experiment_5x5_6_150_9/problem-experiment_5x5_6_150_9-subproblem-1.pddl,0.8132469539996237,47
problems/problem-experiment_5x5_6_150_9/problem-experiment_5x5_6_150_9-subproblem-2.pddl,0.9788488390004204,94
problems/problem-experiment_5x5_6_150_9/problem-experiment_5x5_6_150_9-subproblem-3.pddl,0.7198014189998503,28
problems/problem-experiment_5x5_6_150_9/problem-experiment_5x5_6_150_9-subproblem-4.pddl,13.085305792999861,32
problems/problem-experiment_5x5_6_150_9/problem-experiment_5x5_6_150_9-subproblem-5.pddl,0.7565097629994852,8
problems/problem-experiment_5x5_6_150_9.pddl,2.689077737999469,262
problems/problem-experiment_6x6_5_150_1/problem-experiment_6x6_5_150_1-subproblem-0.pddl,1.029156607000914,17
problems/problem-experiment_6x6_5_150_1/problem-experiment_6x6_5_150_1-subproblem-1.pddl,19.15724582400071,48
problems/problem-experiment_6x6_5_150_1/problem-experiment_6x6_5_150_1-subproblem-2.pddl,1.33758927999952,4
problems/problem-experiment_6x6_5_150_1/problem-experiment_6x6_5_150_1-subproblem-3.pddl,21.72820093900009,103
problems/problem-experiment_6x6_5_150_1/problem-experiment_6x6_5_150_1-subproblem-4.pddl,1.3104764629970305,9
problems/problem-experiment_6x6_5_150_1.pddl,6.594501327999751,148
problems/problem-experiment_6x6_5_150_2/problem-experiment_6x6_5_150_2-subproblem-0.pddl,0.8341745649995573,8
problems/problem-experiment_6x6_5_150_2/problem-experiment_6x6_5_150_2-subproblem-1.pddl,6.4453764030004095,71
problems/problem-experiment_6x6_5_150_2/problem-experiment_6x6_5_150_2-subproblem-2.pddl,16.83531357299944,54
problems/problem-experiment_6x6_5_150_2/problem-experiment_6x6_5_150_2-subproblem-3.pddl,1.0201154660026077,6
problems/problem-experiment_6x6_5_150_2/problem-experiment_6x6_5_150_2-subproblem-4.pddl,1.248948186999769,4
problems/problem-experiment_6x6_5_150_2.pddl,5.180408443000488,153
problems/problem-experiment_6x6_5_150_3/problem-experiment_6x6_5_150_3-subproblem-0.pddl,0.8193736129978788,12
problems/problem-experiment_6x6_5_150_3/problem-experiment_6x6_5_150_3-subproblem-1.pddl,3.6465349570025865,67
problems/problem-experiment_6x6_5_150_3/problem-experiment_6x6_5_150_3-subproblem-2.pddl,1.5660650499994517,34
problems/problem-experiment_6x6_5_150_3/problem-experiment_6x6_5_150_3-subproblem-3.pddl,1.390187879998848,25
problems/problem-experiment_6x6_5_150_3/problem-experiment_6x6_5_150_3-subproblem-4.pddl,1.2334081529988907,3
problems/problem-experiment_6x6_5_150_3.pddl,8.32002343899876,181
problems/problem-experiment_6x6_5_150_4/problem-experiment_6x6_5_150_4-subproblem-0.pddl,0.7745399259983969,11
problems/problem-experiment_6x6_5_150_4/problem-experiment_6x6_5_150_4-subproblem-1.pddl,0.9508408850015257,18
problems/problem-experiment_6x6_5_150_4/problem-experiment_6x6_5_150_4-subproblem-2.pddl,1.1842001559998607,17
problems/problem-experiment_6x6_5_150_4/problem-experiment_6x6_5_150_4-subproblem-3.pddl,1.3010057850005978,44
